"","Caso","melhor","pior","dpmelhor","dppior","mediamelhor","mediapior","mediageral"
"1","1",12036.2264517108,35443.6345696853,329.651926583879,485.49546136941,12588.5014243297,33974.7351868683,29350.3853875243
"2","2",7790.49461584654,34728.6070980758,571.940478501201,328.012663132278,8921.91627832543,33959.1667539722,13365.3056540494
