"","Caso","melhor","pior","dpmelhor","dppior","mediamelhor","mediapior","mediageral"
"1","1",16050,61302,606.783815580619,875.220038671393,17749.2333333333,58947.5666666667,48808.3994501417
"2","2",10922,60907,1025.70663559268,819.91959586179,12426.0333333333,58800.8333333333,19629.6428020425
