"","Replicacao","Caso","MelhorResultado","PiorResultado","Media","DesvioPadrao","Tempo"
"1",1,"Caso6",209.49353021606,1091.79525966074,235.602934658878,101.665655392988,1666
"2",1,"Caso4",6.97943960403791e-08,1101.3210408994,46.3544601153991,138.24350208507,551
"3",1,"Caso1",0.00126487339275627,1161.10593326494,63.1260273101337,149.848410586177,1171
"4",1,"Caso8",26.8445988495115,1149.6557360123,232.239522722043,326.270058028543,2567
"5",1,"Caso3",2.07032485377567e-07,1138.58399078222,47.5090790178628,137.826178262648,491
"6",1,"Caso7",13.9300356974782,1176.42697758553,469.702940602536,386.94315596301,5094
"7",1,"Caso2",0.00221138696610979,1119.42830171802,73.5180029948049,166.040053708773,1167
"8",1,"Caso5",109.382670335315,1206.50822859299,143.391330142334,117.851521068019,558
"9",2,"Caso7",6.08249650678499,1144.90661356464,384.160275031682,383.106262104257,5222
"10",2,"Caso3",2.18926174966327e-07,1160.19767708379,46.8368846539773,135.041655625526,475
"11",2,"Caso8",41.9433478755467,1139.13356413871,226.288522471647,315.805487891715,2486
"12",2,"Caso5",113.473643711007,1123.84541497706,145.713451177328,117.623054027698,502
"13",2,"Caso2",0.00110886913410013,1123.12458611012,70.7923971088532,162.606207281203,1314
"14",2,"Caso6",131.277409777714,1197.63566305238,199.227331748011,115.041307847614,1348
"15",2,"Caso4",1.40483962240978e-07,1137.42008896038,45.1395862111485,134.971434732705,476
"16",2,"Caso1",0.00119528265804547,1109.55250818068,68.0755795709289,158.859675338539,1131
"17",3,"Caso8",27.7450048992821,1141.55228834767,227.041493644542,317.056768697279,2492
"18",3,"Caso2",0.00146203531141964,1127.41049547146,72.1054505806438,164.851402632667,1108
"19",3,"Caso7",1.87061598894741,1162.38833164432,348.096332908109,379.775056648994,5121
"20",3,"Caso5",142.627991125286,1122.91217024676,155.458920474495,116.988594644286,521
"21",3,"Caso1",0.000976424884242988,1121.58613540783,68.4985163916878,158.870715518483,1128
"22",3,"Caso4",9.94499487205758e-08,1079.26250163861,44.7610223801516,132.83770530588,466
"23",3,"Caso3",2.48752826337295e-07,1185.12201270911,46.5066125457315,134.063711957811,469
"24",3,"Caso6",206.9195696381,1123.6767309353,211.108241900976,111.969123375629,1354
"25",4,"Caso4",9.2080199465272e-08,1139.31592765633,44.4969881667696,133.139506101367,466
"26",4,"Caso7",7.12233611443207,1135.11718710824,352.402747275619,381.109724837163,5158
"27",4,"Caso6",217.657946048219,1185.73002749638,217.944068362436,108.112325894822,1371
"28",4,"Caso3",5.06914830111782e-08,1129.40561751476,45.2030221382818,131.824117429811,466
"29",4,"Caso1",0.0008430600646534,1063.64587386796,69.6597317004338,161.4924779114,1114
"30",4,"Caso2",0.00158469126108685,1170.94121830133,73.3073899855397,165.944039723577,1275
"31",4,"Caso5",78.0961196645272,1164.16261899789,145.721919826576,121.242470397983,501
"32",4,"Caso8",25.911383794977,1155.99191416682,220.424114281234,313.809264554781,2468
"33",5,"Caso4",1.29678255689214e-07,1134.91851873688,44.0275258932721,131.738799400229,469
"34",5,"Caso8",22.8043180333814,1125.86535928454,219.078567555188,314.312670290491,2473
"35",5,"Caso1",0.00140402688271024,1145.76547269755,70.582122929932,162.351850574875,1119
"36",5,"Caso6",359.189413905853,1107.76338063462,249.354045483636,119.021089717057,1368
"37",5,"Caso3",8.57443183122086e-08,1142.08093424962,45.9599491878723,133.398428008931,465
"38",5,"Caso2",0.00157592285916053,1100.73919303413,72.1439009777718,164.138984252993,1109
"39",5,"Caso7",4.6659065917554,1243.52271590101,341.527458583622,380.296260434525,5115
"40",5,"Caso5",101.427374873774,1148.08337728492,143.923078252851,120.465699390786,501
"41",6,"Caso3",9.18703335628379e-08,1089.91110052718,45.9753249085611,134.299977482754,473
"42",6,"Caso1",0.000666087711010732,1120.6257902145,70.8659435409176,163.191233319745,1114
"43",6,"Caso6",112.546745689816,1106.93743442316,231.959584504002,124.791582884615,1359
"44",6,"Caso5",123.426930557916,1172.79937224663,146.408140442347,119.983731281898,517
"45",6,"Caso7",9.93896253752359,1139.74999556323,333.06737979769,378.006158971881,5094
"46",6,"Caso8",26.6315166712776,1101.94509620191,212.223989655843,309.491750637138,2469
"47",6,"Caso4",2.89977378997719e-07,1137.49268119722,43.7725437480877,132.054930097163,635
"48",6,"Caso2",0.00121417201762597,1158.45453789843,71.0921947535089,162.654483714683,1101
"49",7,"Caso8",27.2750918861567,1063.08388708577,215.835393206025,312.230069547307,2475
"50",7,"Caso4",3.2987975373544e-07,1143.09574326358,44.4889386062976,132.763312066194,469
"51",7,"Caso5",106.173662435766,1174.04504612415,145.707965343442,120.134515713765,505
"52",7,"Caso3",1.64073867381376e-07,1127.79456884763,45.7257101176316,133.877875885128,464
"53",7,"Caso2",0.000850824219924107,1124.02940687417,69.7641036835237,161.114930003198,1105
"54",7,"Caso1",0.00145435095555513,1165.16618173466,70.7516068174331,162.60291382775,1104
"55",7,"Caso6",223.851711960654,1167.39889359309,234.272782574176,120.862817019119,1362
"56",7,"Caso7",4.57912075932052,1150.15885162541,330.269645408667,377.022965402267,5090
"57",8,"Caso8",30.5336130055371,1094.39001953846,216.181564678373,312.017581707118,2476
"58",8,"Caso1",0.00163363481078704,1075.39563544462,71.1863219143051,163.460072971799,1113
"59",8,"Caso2",0.000589301668014741,1170.49569149482,69.9436176560678,160.846303773112,1108
"60",8,"Caso6",207.812753776372,1111.12267050673,234.382800275265,118.290222868021,1362
"61",8,"Caso3",3.1652655252401e-07,1071.00501403605,45.5356485032833,133.191086997278,461
"62",8,"Caso5",114.530382262862,1088.85522582619,145.915061394892,119.61487673669,504
"63",8,"Caso4",5.63305206924269e-07,1207.61434622421,44.1467071739358,132.299198675734,468
"64",8,"Caso7",4.23299855844516,1163.93941772244,326.036774232075,375.914209508698,5132
"65",9,"Caso2",0.000955108308062336,1120.81993908429,70.4132828479678,161.581922383953,1114
"66",9,"Caso5",65.3136163038015,1201.05504614538,141.219372571421,121.108050114242,513
"67",9,"Caso6",300.777136581362,1192.05098536039,243.830039944669,117.514279968174,1372
"68",9,"Caso1",0.00222750513160008,1152.33252002268,71.1322554522083,163.63106752767,1390
"69",9,"Caso8",25.5225729119549,1106.67594421516,218.660034410995,314.396143014758,2459
"70",9,"Caso7",3.43139211384982,1178.09063870495,324.496410869812,375.948630693314,5134
"71",9,"Caso4",3.68983819498681e-07,1128.09087533274,44.4302994117395,132.644042329863,463
"72",9,"Caso3",2.67629957306781e-07,1203.60213824707,45.3355103643176,133.346807272546,470
"73",10,"Caso3",3.43371652888891e-07,1114.05945654442,45.1827478657299,132.8150376976,466
"74",10,"Caso8",44.9813963497995,1116.94425870976,222.717768504979,315.857931047229,2470
"75",10,"Caso7",5.41103888509974,1102.36985905955,322.888291026452,375.617561033256,5131
"76",10,"Caso4",2.65493099504965e-07,1185.9146749916,44.4422232597968,132.513130284422,469
"77",10,"Caso5",173.851136263744,1166.97611182476,147.350539951096,121.044690611819,530
"78",10,"Caso2",0.00133810006207113,1159.40567439936,70.7471750850509,162.081892472548,1112
"79",10,"Caso6",277.831058167298,1153.04644127059,249.275387146743,115.638306123733,1368
"80",10,"Caso1",0.000948618595884909,1165.98943297276,71.3996243143098,163.974202672692,1127
"81",11,"Caso5",107.612194650673,1203.98278999265,146.969510828746,120.964876796781,513
"82",11,"Caso6",185.808074019796,1146.24336375529,245.790325631447,114.85737090895,1345
"83",11,"Caso4",1.607903641343e-07,1111.62268349877,44.6420798883639,132.725649471191,468
