"","Caso","Tipo","pvalor","pvalorL","pvalorG"
"1","3-7","MelhorResultado ~ Caso",6.31381153776235e-13,3.15690576888117e-13,0.999999999999684
"2","3-7","PiorResultado ~ Caso",0.858544577745654,0.570727711127173,0.429272288872827
"3","3-7","Media ~ Caso",1.49221136675282e-30,7.4610568337641e-31,1
"4","3-7","DesvioPadrao ~ Caso",7.37737079570971e-64,3.68868539785485e-64,1
"5","3-7","Tempo ~ Caso",5.95363347681477e-73,2.97681673840738e-73,1
