"","Caso","Tipo","pvalor","pvalorL","pvalorG"
"1","1-2","MelhorResultado ~ Caso",8.78730397453842e-19,4.39365198726921e-19,1
"2","1-2","PiorResultado ~ Caso",0.596957383551634,0.701521308224183,0.298478691775817
"3","1-2","Media ~ Caso",1.49981105682554e-68,7.4990552841277e-69,1
"4","1-2","DesvioPadrao ~ Caso",6.78735982161086e-24,1,3.39367991080543e-24
"5","1-2","Tempo ~ Caso",2.53130209627551e-49,1.26565104813775e-49,1
