"","Caso","melhor","pior","dpmelhor","dppior","mediamelhor","mediapior","mediageral"
"1","1",-14368.5098094552,5141.07049720111,465.013735111565,579.737072589123,-13452.2907265631,3093.23512374086,-11537.3936907417
"2","2",-13299.6223015673,4301.65152834647,668.031544866919,562.557780691995,-11424.008418257,3014.81473769474,-9444.00860551029
