"","Caso","melhor","pior","dpmelhor","dppior","mediamelhor","mediapior","mediageral"
"1","1",6.69947667120141e-07,1187.44099653045,1.95036773632388e-06,24.1794177332845,3.05265435069183e-06,1138.75965160512,49.9849552468538
"2","2",2.26180532081344e-07,1249.9678115148,3.69905023280917e-07,35.1243748686675,8.65391522590168e-07,1131.9718057317,46.9041618666468
"3","3",0.237866960237056,1234.00594194152,0.18396926813449,39.3481380309871,0.512057121442967,1134.50029562343,135.833766818797
"4","4",0.00980539218346621,1238.2681923504,0.0160429455350935,36.8420419472484,0.0370830106173609,1124.534106919,98.718347472088
"5","5",613.878736655566,1230.81553489873,37.9562354229704,33.6769955740409,721.247224147569,1145.31823580138,734.557055179519
"6","6",681.99451673681,1218.40866775178,22.6813622417445,39.8676688382511,729.319936124982,1142.08416608205,733.271825103767
