"","Replicacao","Caso","MelhorResultado","PiorResultado","Media","DesvioPadrao","Tempo"
"1",1,"Caso2",6.53319148113951e-07,1129.75702504075,50.2461890127774,144.697415869113,4609
"2",1,"Caso3",0.498219134427927,1116.29643254365,134.257978235008,208.999144878288,601
"3",1,"Caso6",763.485692094891,1077.22688452196,765.536945079129,18.9851346059524,4005
"4",1,"Caso5",770.199867171041,1160.22316541957,773.346661954878,20.2474460451811,775
"5",1,"Caso4",0.03771399821062,1140.0001426501,101.59319212274,192.966152947726,4032
"6",1,"Caso1",8.70658686835668e-06,1145.51011640266,46.5452818117892,138.008135774506,4400
"7",2,"Caso2",7.54386405787955e-07,1116.66491048108,48.8249513274965,144.195767980733,4391
"8",2,"Caso5",735.349817436631,1091.65459543081,756.412327764962,28.4152063206344,1015
"9",2,"Caso4",0.00980539218346621,1091.60421945302,91.9212001077669,183.392011810181,3975
"10",2,"Caso1",3.44628256243595e-06,1119.60405811877,48.6260408717508,142.184714411018,4520
"11",2,"Caso6",708.758633242109,1218.40866775178,738.586222813076,35.3231725109749,3920
"12",2,"Caso3",1.05967532604336,1131.43755220328,139.628949937294,211.993776146707,669
"13",3,"Caso6",760.571264545327,1177.43402651802,746.723046640546,33.5102163240801,4110
"14",3,"Caso5",742.695074870452,1175.56700166989,753.071422260715,27.3988278083503,1203
"15",3,"Caso1",9.15581722438219e-07,1124.74277616353,50.6776798937138,146.034045748632,4357
"16",3,"Caso3",0.237866960237056,1164.59780371842,134.391032699923,209.329919665619,536
"17",3,"Caso2",3.01293425764015e-07,1151.04079393993,48.6622277850447,146.049286330556,4391
"18",3,"Caso4",0.0445669869981202,1115.84265503612,96.4664083100421,188.688619557567,3977
"19",4,"Caso2",1.43044883316179e-06,1141.02633495935,47.0454025920925,143.394040016273,4397
"20",4,"Caso1",5.33303864358459e-06,1116.64890780114,51.04396730022,146.703457214099,4379
"21",4,"Caso4",0.0378734010715789,1097.49122056306,99.0982745591786,191.547320494503,3975
"22",4,"Caso3",0.624580068093906,1111.33409723859,136.580746002065,211.320114098062,529
"23",4,"Caso5",616.385874599891,1121.6013491018,722.292677766267,64.1245319780582,799
"24",4,"Caso6",681.99451673681,1123.29872791009,731.389380465455,42.0282233884651,3883
"25",5,"Caso2",1.22430094506853e-06,1141.72232745287,47.4990673211316,143.235862807803,4378
"26",5,"Caso3",0.28532405611918,1141.75885304781,137.20298957778,211.861058361386,540
"27",5,"Caso1",6.73761519465188e-07,1113.64047883413,50.4730255559541,146.394653442087,4371
"28",5,"Caso6",724.639420414742,1076.28191962431,730.534586498591,38.9293574236566,3873
"29",5,"Caso5",742.042504915833,1125.1268417151,727.05156963054,59.2684468724144,730
"30",5,"Caso4",0.0175630146891308,1114.06750160033,97.0656340423635,189.753430154102,3976
"31",6,"Caso3",0.3654003149461,1234.00594194152,133.718535458312,208.793252659453,527
"32",6,"Caso1",4.9696427595336e-06,1177.38418156196,50.3002749068706,146.609016246284,4382
"33",6,"Caso6",742.222740508017,1093.07243845072,732.869597797481,36.919406035708,3871
"34",6,"Caso5",766.593376461603,1230.81553489873,734.332036195684,57.3242560198963,751
"35",6,"Caso2",8.40421535031055e-07,1175.86622389025,46.9938356751238,141.565253133134,4394
"36",6,"Caso4",0.0544034524089057,1064.68661523972,98.4582927405132,190.388906945398,3974
"37",7,"Caso4",0.0622163714224371,1112.16377233602,99.3130270497857,191.213090941473,3953
"38",7,"Caso2",3.82764028472593e-07,1070.97436476418,46.7656667422304,141.380838034098,4370
"39",7,"Caso3",0.554027186556709,1142.09622517292,134.112998370701,209.365546377278,543
"40",7,"Caso5",705.467352414562,1140.01585890693,730.995552111855,54.8593427849003,780
"41",7,"Caso6",724.310587915726,1117.07768503754,732.020883839372,35.3806024111604,3866
"42",7,"Caso1",3.08537789805996e-06,1151.22459419171,50.1090179154673,146.407858395733,4395
"43",8,"Caso6",751.888236125306,1168.61313373046,734.79871009523,34.7525170188782,3845
"44",8,"Caso1",1.02164210602496e-06,1142.13907279534,49.9972248739696,146.174699206639,4367
"45",8,"Caso3",0.903597965346307,1156.76570139114,134.066562980272,208.507921221956,563
"46",8,"Caso4",0.0188500233837203,1076.93501506894,98.5692190382018,190.431238806812,3998
"47",8,"Caso2",1.51782126067701e-06,1103.66655177912,46.5674217220313,140.376795942275,4392
"48",8,"Caso5",720.231370436809,1161.93398776164,730.449474916998,52.4794455007501,764
"49",9,"Caso6",726.907310370947,1137.3213034584,734.222579039268,33.78713538217,3893
"50",9,"Caso2",6.79153686178324e-07,1175.83709202436,46.3418889132017,140.156759106795,4377
"51",9,"Caso4",0.0351066384013166,1165.37325259874,98.7957277505704,190.518848236822,3967
"52",9,"Caso1",2.2974212470217e-06,1160.36971621705,50.027924595396,146.312452028733,4374
"53",9,"Caso5",733.401805159668,1127.48784880545,731.363925522436,50.3927343841961,794
"54",9,"Caso3",0.607233945315102,1144.33782009478,134.327400941481,208.603017600707,547
"55",10,"Caso2",7.30845840735128e-07,1165.98607938277,46.1624279952976,139.823771922153,4378
"56",10,"Caso3",0.341218365884629,1099.82840224641,135.001929992822,209.295915518317,561
"57",10,"Caso1",5.64200433927908e-06,1129.27720601792,50.1103950662096,146.279226927796,4404
"58",10,"Caso4",0.0303149575132693,1122.71438313569,98.4382597984875,190.375710267953,3946
"59",10,"Caso6",711.234029195495,1174.90079261678,732.222044237336,33.6233569789827,4280
"60",10,"Caso5",720.735296635726,1180.81305592828,731.194829593685,49.1833546786177,812
