1;1;-13318.481969223194;2716.5498004345313;-11515.513169769327;2367.405458898971;225
1;2;-11305.479347520202;2442.8901585074645;-9527.219318601921;2287.6351382913826;2932
2;2;-11170.761611916338;4060.4327574890604;-9221.483702391844;2304.482842525873;2936
2;1;-13517.550007036672;3039.371784651455;-11632.54464497813;2391.155506261653;144
3;2;-11995.611802915842;3987.8362700247676;-9361.806299019972;2369.042362985913;2903
3;1;-13350.01551802847;4337.919877732912;-11572.925687523977;2416.186120189994;142
4;1;-13277.30603769025;2827.7383902194215;-11510.661799162754;2392.4100448919594;204
4;2;-12259.321860565939;2571.4350574316563;-9479.340459674675;2393.4999285778067;2887
5;2;-11312.619589016273;4301.651528346471;-9514.994398156761;2331.988468757806;2690
5;1;-13345.371900716162;2900.6604712957164;-11424.604869536981;2445.3220519261977;122
6;1;-13609.295732896813;2478.587183282313;-11483.329698312979;2471.503439820539;121
6;2;-11117.355737789263;3334.7064921890574;-9451.118875235128;2334.487148562293;2680
7;1;-14241.94929914533;3197.497053796966;-11541.992511101103;2514.3195201527;119
7;2;-10887.992923509915;2911.5550546485133;-9377.277537688187;2318.038094826096;2697
8;2;-11315.804721293069;3096.5483541486096;-9379.28285941032;2321.89828845017;2648
8;1;-14043.260382818084;3938.3861229605177;-11596.546825653373;2544.8997855776115;121
9;1;-13223.652405640674;2372.53829802987;-11608.877062235311;2509.0394211562952;127
9;2;-10486.42319043895;2899.5904635231814;-9325.823134514108;2290.802884234112;2665
10;2;-13299.622301567311;2553.951170001702;-9514.147345750745;2382.64697977098;2671
10;1;-12798.721229206707;3123.745460288596;-11566.545744695015;2495.0825076332717;126
11;1;-12822.664312693068;2671.043631484531;-11529.763128000002;2481.999950155811;126
11;2;-10916.060809252433;2327.1905943616307;-9470.110571173815;2358.7241752499185;2844
12;1;-14368.509809455165;3399.0317570013744;-11587.53769837942;2499.4879731100186;125
12;2;-10279.510765758074;2669.2188517583368;-9417.617088116787;2328.464938289128;2740
13;2;-11723.330655070617;2263.6972822190396;-9442.879226266992;2329.064935959125;2698
13;1;-13155.900589579498;2617.4210346259574;-11564.059484212483;2498.52827180815;120
14;1;-13179.361015689308;3177.0957403517327;-11555.654601796261;2490.2373516574316;121
14;2;-12138.428351451448;2107.719108480569;-9490.854399713413;2348.151960580097;2697
15;1;-13339.014662273308;3315.131363763017;-11561.036623248105;2483.5626638051694;127
15;2;-11677.454180221936;2911.719197628044;-9508.85495720481;2339.8323794941166;2747
16;1;-13696.834654519065;2966.7733199332333;-11566.166852110191;2488.5859294111624;121
16;2;-11448.4635167;2717.4840890308033;-9514.504583128914;2334.7589678504305;2902
17;1;-13223.461471045614;3146.382828877419;-11552.566270350451;2478.375050849322;126
17;2;-10609.521660180273;3197.0702235458693;-9481.818454138396;2323.8728898808604;2774
18;2;-11378.727011783552;3576.7569994021255;-9468.482039207698;2318.999105728404;2717
18;1;-13700.500969178009;2330.6786934405363;-11558.484979118453;2481.869107304883;121
19;1;-13690.166997896964;2803.412743684798;-11569.381916726541;2479.8109605898903;124
19;2;-10965.975693689159;3000.029718887615;-9448.949971671294;2312.050045380756;2893
20;1;-12641.038406579273;3012.6787746428654;-11536.65676573506;2466.531364058691;122
20;2;-10114.40276278896;3371.6447017501787;-9405.885681586247;2295.588019955552;2770
21;2;-11359.80487248101;3175.2845458371235;-9400.849469042772;2295.917419873744;2711
21;1;-13264.882154005445;3346.3686545648875;-11526.843304499094;2469.4134983216254;121
22;1;-13177.235523191868;2628.071716843938;-11508.28454910151;2468.1835767892453;123
22;2;-12162.905248479487;3698.834322365413;-9434.489768370238;2308.16821305494;2778
23;2;-11774.370581130777;2377.4384738027074;-9446.876769904997;2314.965915413423;2807
23;1;-13027.380652791491;2945.287025801267;-11500.461736233981;2469.7372269486095;122
24;2;-11331.0387800469;3118.2483884845446;-9439.265258318908;2315.599197460917;2821
24;1;-13317.54034627075;5141.070497201108;-11496.334026108749;2463.695537557212;125
25;2;-11368.9922475311;3107.77677428795;-9441.734548788032;2312.8365988002374;2820
25;1;-13995.309733093785;2849.4309626185905;-11518.67539467576;2472.8204613568373;128
26;1;-13037.399779184858;3061.15049847313;-11505.740668785556;2469.867035313836;152
26;2;-11506.951956711393;2419.09976807442;-9452.636141723237;2300.404443208992;2868
27;2;-11391.35959199018;3275.8619234543166;-9453.19151744294;2297.5005225554305;2844
27;1;-13052.964633369274;3652.9381041271254;-11492.240284133046;2466.598079990695;130
28;2;-12597.91819407072;3118.9978453219605;-9481.345083544924;2309.1678986393445;2863
28;1;-13529.69734413622;2926.9259276145117;-11485.293163098575;2464.440105174204;128
29;1;-14290.038373298634;3191.732184448161;-11511.519381066084;2472.6114987568653;126
29;2;-11679.20942861003;2338.162889909756;-9485.882711205719;2301.6794366100403;2873
30;2;-11144.833153228175;3511.609125929281;-9481.53599431475;2301.5876931324897;2769
30;1;-14333.215886237778;2681.4338100353953;-11541.567881902885;2483.721045924622;122
